0,0.00037598609924316406
1,9.369850158691406e-05
2,9.012222290039062e-05
3,8.988380432128906e-05
4,8.416175842285156e-05
5,8.7738037109375e-05
6,8.893013000488281e-05
7,8.344650268554688e-05
8,8.130073547363281e-05
9,8.630752563476562e-05
10,9.632110595703125e-05
11,9.107589721679688e-05
12,8.58306884765625e-05
13,8.416175842285156e-05
14,8.153915405273438e-05
15,8.082389831542969e-05
16,0.00011038780212402344
17,8.869171142578125e-05
18,8.296966552734375e-05
19,8.368492126464844e-05
20,0.00012421607971191406
21,8.058547973632812e-05
22,8.392333984375e-05
23,8.440017700195312e-05
24,8.678436279296875e-05
25,8.177757263183594e-05
26,0.00011777877807617188
27,8.153915405273438e-05
28,8.296966552734375e-05
29,8.130073547363281e-05
30,8.296966552734375e-05
31,8.630752563476562e-05
32,8.106231689453125e-05
33,8.535385131835938e-05
34,8.749961853027344e-05
35,8.392333984375e-05
36,8.153915405273438e-05
37,8.606910705566406e-05
38,8.296966552734375e-05
39,8.225440979003906e-05
40,8.20159912109375e-05
41,8.058547973632812e-05
42,8.082389831542969e-05
43,8.273124694824219e-05
44,8.273124694824219e-05
45,8.296966552734375e-05
46,0.00011754035949707031
47,8.344650268554688e-05
48,8.463859558105469e-05
49,8.368492126464844e-05
50,8.606910705566406e-05
51,8.320808410644531e-05
52,0.00012159347534179688
53,7.987022399902344e-05
54,8.7738037109375e-05
55,8.940696716308594e-05
56,8.130073547363281e-05
57,8.368492126464844e-05
58,8.058547973632812e-05
59,8.702278137207031e-05
60,8.106231689453125e-05
61,7.891654968261719e-05
62,8.678436279296875e-05
63,8.559226989746094e-05
64,8.130073547363281e-05
65,8.249282836914062e-05
66,8.273124694824219e-05
67,9.465217590332031e-05
68,8.153915405273438e-05
69,8.0108642578125e-05
70,8.440017700195312e-05
71,8.082389831542969e-05
72,0.00011992454528808594
73,8.249282836914062e-05
74,8.177757263183594e-05
75,8.392333984375e-05
76,8.058547973632812e-05
77,8.058547973632812e-05
78,0.00011515617370605469
79,0.00011205673217773438
80,8.535385131835938e-05
81,8.320808410644531e-05
82,8.630752563476562e-05
83,9.131431579589844e-05
84,8.177757263183594e-05
85,8.20159912109375e-05
86,8.177757263183594e-05
87,8.0108642578125e-05
88,8.034706115722656e-05
89,8.249282836914062e-05
90,8.559226989746094e-05
91,8.177757263183594e-05
92,8.392333984375e-05
93,8.630752563476562e-05
94,7.963180541992188e-05
95,8.821487426757812e-05
96,0.00014448165893554688
97,8.296966552734375e-05
98,0.00011849403381347656
99,8.344650268554688e-05
100,8.368492126464844e-05
101,8.177757263183594e-05
102,8.273124694824219e-05
103,8.0108642578125e-05
104,0.00011324882507324219
105,8.273124694824219e-05
106,8.416175842285156e-05
107,8.749961853027344e-05
108,8.797645568847656e-05
109,8.034706115722656e-05
110,8.416175842285156e-05
111,8.440017700195312e-05
112,8.153915405273438e-05
113,8.058547973632812e-05
114,8.20159912109375e-05
115,8.511543273925781e-05
116,8.416175842285156e-05
117,8.487701416015625e-05
118,8.463859558105469e-05
119,8.463859558105469e-05
120,8.273124694824219e-05
121,8.058547973632812e-05
122,7.987022399902344e-05
123,8.249282836914062e-05
124,0.00011539459228515625
125,8.893013000488281e-05
126,8.463859558105469e-05
127,8.678436279296875e-05
128,7.581710815429688e-05
129,7.677078247070312e-05
130,0.00010776519775390625
131,7.319450378417969e-05
132,7.176399230957031e-05
133,7.2479248046875e-05
134,7.414817810058594e-05
135,7.462501525878906e-05
136,7.605552673339844e-05
137,7.343292236328125e-05
138,7.224082946777344e-05
139,7.462501525878906e-05
140,7.295608520507812e-05
141,7.271766662597656e-05
142,7.367134094238281e-05
143,7.987022399902344e-05
144,7.700920104980469e-05
145,7.081031799316406e-05
146,7.319450378417969e-05
147,7.271766662597656e-05
148,7.653236389160156e-05
149,7.462501525878906e-05
150,0.00010657310485839844
151,7.43865966796875e-05
152,7.486343383789062e-05
153,7.367134094238281e-05
154,7.43865966796875e-05
155,7.343292236328125e-05
156,0.00011110305786132812
157,7.224082946777344e-05
158,7.510185241699219e-05
159,8.0108642578125e-05
160,7.271766662597656e-05
161,7.104873657226562e-05
162,7.367134094238281e-05
163,7.343292236328125e-05
164,7.772445678710938e-05
165,7.176399230957031e-05
166,7.390975952148438e-05
167,7.510185241699219e-05
168,7.557868957519531e-05
169,7.367134094238281e-05
170,7.2479248046875e-05
171,7.486343383789062e-05
172,7.653236389160156e-05
173,7.43865966796875e-05
174,7.271766662597656e-05
175,7.939338684082031e-05
176,0.00011682510375976562
177,7.390975952148438e-05
178,7.367134094238281e-05
179,8.463859558105469e-05
180,7.557868957519531e-05
181,7.295608520507812e-05
182,0.00010824203491210938
183,7.104873657226562e-05
184,7.176399230957031e-05
185,7.319450378417969e-05
186,7.796287536621094e-05
187,8.034706115722656e-05
188,7.176399230957031e-05
189,7.414817810058594e-05
190,7.605552673339844e-05
191,7.271766662597656e-05
192,7.271766662597656e-05
193,7.939338684082031e-05
194,7.605552673339844e-05
195,7.510185241699219e-05
196,7.367134094238281e-05
197,7.104873657226562e-05
198,7.224082946777344e-05
199,7.390975952148438e-05
200,7.295608520507812e-05
